ReviewID,ProductID,ProductName,CustomerID,CustomerName,Rating,ReviewText,ReviewDate,CategoryName
1488,39,松下 智能电视 Elite,JE131,昊嘉信息有限公司云计算,1.5,这款产品有严重问题，售后服务差，已经申请退款。,2026-03-28,智能电视
671,1,博世 智能洗衣机 Ultra,WJ836,天开网络有限公司互联网服务,2.4,使用一周后出现故障，兼容性差，售后服务也不好。,2026-03-27,智能洗衣机
1386,32,谷歌 智能门铃 Pro,KU222,华远软件网络有限公司生物科技,5.0,使用了一个月，质量很好，没有发现任何问题。,2026-03-27,智能门铃
1950,98,格力 智能空调 Pro,NZ037,昂歌信息科技有限公司生物科技,4.1,这款智能空调的语音识别功能很实用，音质出色。,2026-03-27,智能空调
287,70,松下 智能电饭煲 Standard,PP445,新宇龙信息科技有限公司科技公司,4.2,这款产品的一键控制特别好用，在夜间使用时特别方便。,2026-03-26,智能电饭煲
1475,22,博世 智能空调 Pro,NZ037,昂歌信息科技有限公司生物科技,2.6,不推荐这款智能空调，价格偏高，很失望。,2026-03-26,智能空调
914,18,小米 智能门锁 Standard,ZI402,巨奥传媒有限公司科技公司,3.9,智能门锁的质量还可以，做工精细，不过稳定性差。,2026-03-25,智能门锁
926,27,LG 智能电饭煲 Basic,CE253,雨林木风计算机传媒有限公司数字科技,2.6,不推荐这款智能电饭煲，稳定性差，很失望。,2026-03-25,智能电饭煲
1664,16,苹果 智能冰箱 Pro,AT393,太极网络有限公司网络安全,4.8,这是我用过的最好的智能冰箱之一，智能化程度高，性价比很高。,2026-03-25,智能冰箱
1722,62,博世 智能窗帘 Standard,EP042,创亿网络有限公司数字科技,3.5,在做饭时使用还不错，但在其他情况下表现一般。,2026-03-25,智能窗帘
91,19,海尔智慧家庭 智能电饭煲 Standard,AT393,太极网络有限公司网络安全,2.8,噪音控制问题很严重，完全不值这个价格。,2026-03-24,智能电饭煲
129,12,小米 智能门锁 Pro,HS034,济南亿次元网络有限公司数字科技,4.3,使用了一个月，操作简单，没有发现任何问题。,2026-03-24,智能门锁
1038,19,海尔智慧家庭 智能电饭煲 Standard,RG624,联通时科信息有限公司物联网,3.0,个人认为，这款智能电饭煲也没有特别失望。高清画质设计得比较合理。尤其是使用久了会发现一些小问题。便宜没好货，这句话在这里很适用。,2026-03-24,智能电饭煲
105,38,小米 智能电饭煲 Max,YX585,银嘉科技有限公司金融科技,3.2,我发现，这款智能电饭煲中规中矩。优点是操作简单。不过噪音控制有点问题。希望厂家能改进这些问题。,2026-03-23,智能电饭煲
204,51,西门子 智能电饭煲 Basic,WW907,创亿信息有限公司移动应用开发,4.3,在工作时时使用效果很好，特别是快速启动功能。,2026-03-23,智能电饭煲
1683,83,美的 智能门锁 Lite,AS832,思优传媒有限公司生物科技,3.0,在做饭时使用还不错，但在其他情况下表现一般。,2026-03-23,智能门锁
118,100,谷歌 智能马桶 Standard,YI042,华远软件网络有限公司生物科技,2.4,个人认为，这款智能马桶存在明显缺陷。使用不到一周就出现了失灵。已经申请退款了。,2026-03-22,智能马桶
1798,21,西门子 智能灯具 Elite,TS482,昂歌信息网络有限公司数字科技,4.2,使用了一个月，兼容性强，没有发现任何问题。,2026-03-22,智能灯具
1027,67,格力 智能窗帘 Plus,WJ836,天开网络有限公司互联网服务,3.2,智能窗帘的质量还可以，安装方便，不过做工一般。,2026-03-21,智能窗帘
1474,62,博世 智能窗帘 Standard,AT393,太极网络有限公司网络安全,2.5,这款产品有严重问题，价格偏高，已经申请退款。,2026-03-20,智能窗帘
1260,32,谷歌 智能门铃 Pro,XF175,新格林耐特网络有限公司科技公司,1.6,老实讲，这款谷歌 智能门铃 Pro存在明显缺陷。主要问题在于价格偏高。已经申请退款了。,2026-03-19,智能门铃
1648,80,西门子 智能体重秤 Advanced,YU657,九方科技有限公司虚拟现实,4.6,使用后感觉，这款西门子 智能体重秤 Advanced做工精细。此外省电模式设计很贴心。如果非要说缺点的话，配件可以再多一些。整体体验不错。,2026-03-19,智能体重秤
6,33,亚马逊 智能电视 Standard,NZ037,昂歌信息科技有限公司生物科技,1.2,电池寿命问题很严重，完全不值这个价格。,2026-03-18,智能电视
772,82,小米 智能手环 Pro,WJ836,天开网络有限公司互联网服务,1.0,使用后感觉，这款小米 智能手环 Pro不推荐购买。主要问题在于稳定性差。唯一值得称赞的可能就是售后服务态度好。,2026-03-18,智能手环
1825,69,博世 智能电饭煲 Ultra,EP042,创亿网络有限公司数字科技,1.6,使用后感觉，这款智能电饭煲存在明显缺陷。电池寿命简直无法忍受。已经申请退款了。,2026-03-18,智能电饭煲
1852,1,博世 智能洗衣机 Ultra,EZ177,四通传媒有限公司信息技术,2.2,在多次对比之后选择了这款，这款智能洗衣机完全不符合预期。在早晨起床时完全不能正常工作。唯一值得称赞的可能就是售后服务态度好。希望厂家能重视这些问题。,2026-03-18,智能洗衣机
1183,83,美的 智能门锁 Lite,FG235,鸿睿思博网络有限公司科技公司,4.9,必须承认，这款美的 智能门锁 Lite设计很人性化。最让我失望的是特别适合家庭聚会。对得起这个价格。,2026-03-17,智能门锁
1590,88,LG 智能电视 Basic,JL382,中建创业网络有限公司信息技术,4.0,不得不说，这款LG 智能电视 Basic非常满意。不过静音设计设计很贴心。推荐给有需要的朋友。,2026-03-16,智能电视
1846,68,谷歌 智能空气净化器 Mini,FO691,良诺传媒有限公司金融科技,3.4,总体来说还行，节能环保，就是做工一般。,2026-03-16,智能空气净化器
1884,25,博世 智能扫地机器人 Advanced,KM231,鸿睿思博网络有限公司人工智能,4.4,必须承认，这款智能扫地机器人很好用。遗憾的是特别适合家庭聚会。如果非要说缺点的话，说明书不够详细。有点贵了，但质量确实好。,2026-03-16,智能扫地机器人
783,48,小米 智能手环 Lite,WJ836,天开网络有限公司互联网服务,3.9,这款产品优缺点都有，安装方便，但做工一般。,2026-03-15,智能手环
5,34,海尔智慧家庭 智能空气净化器 Standard,WX552,时空盒数字传媒有限公司互联网服务,2.7,对这款智能空气净化器非常不满意，耗电量大，浪费钱。,2026-03-14,智能空气净化器
738,9,博世 智能电饭煲 Ultra,ZG482,东方峻景网络有限公司生物科技,2.2,对这款智能电饭煲非常不满意，稳定性差，浪费钱。,2026-03-13,智能电饭煲
940,92,松下 智能空气净化器 Lite,MN973,超艺网络有限公司电子商务,3.0,这款智能空气净化器一般，节能环保，但是噪音控制有点问题。,2026-03-13,智能空气净化器
991,21,西门子 智能灯具 Elite,VG866,快讯信息有限公司大数据分析,3.9,对比了市面上几款同类产品后，这款西门子 智能灯具 Elite优缺点都有。快速启动设计得比较合理。除此之外电池寿命有点问题。便宜没好货，这句话在这里很适用。,2026-03-13,智能灯具
1364,90,松下 智能灯具 Mini,YR668,万迅电脑传媒有限公司大数据分析,1.6,使用一周后出现故障，售后服务差，售后服务也不好。,2026-03-13,智能灯具
830,35,索尼 智能音箱 Standard,GG174,联通时科科技有限公司移动应用开发,3.5,在工作时使用还不错，但在其他情况下表现一般。,2026-03-11,智能音箱
1172,21,西门子 智能灯具 Elite,YR668,万迅电脑传媒有限公司大数据分析,2.4,不推荐这款智能灯具，稳定性差，很失望。,2026-03-11,智能灯具
1661,44,亚马逊 智能加湿器 Lite,UG538,方正科技网络有限公司电子商务,3.0,这款智能加湿器一般，画质清晰，但是连接稳定性有点问题。,2026-03-11,智能加湿器
540,24,华为 智能摄像头 Standard,AT393,太极网络有限公司网络安全,2.2,使用一周后出现故障，使用说明不清，售后服务也不好。,2026-03-09,智能摄像头
1077,98,格力 智能空调 Pro,NX044,和泰科技有限公司智能科技,4.1,非常满意这次购买，安装方便，送货也很快。,2026-03-09,智能空调
1526,73,苹果 智能音箱 Plus,ZI402,巨奥传媒有限公司科技公司,3.7,这款智能音箱一般，音质出色，但是散热问题有点问题。,2026-03-09,智能音箱
1603,33,亚马逊 智能电视 Standard,CH892,信诚致远科技有限公司虚拟现实,3.7,这款智能电视一般，性价比高，但是噪音控制有点问题。,2026-03-09,智能电视
7,81,三星 智能空调 Advanced,IZ670,创联世纪网络有限公司数字科技,2.3,收到货后，这款智能空调使用体验很差。主要问题在于操作复杂。这钱花得太冤枉了。,2026-03-08,智能空调
1145,49,三星 智能冰箱 Standard,ZS800,华成育卓网络有限公司物联网,2.7,使用一周后出现故障，反应迟钝，售后服务也不好。,2026-03-08,智能冰箱
364,19,海尔智慧家庭 智能电饭煲 Standard,DZ282,良诺信息有限公司移动应用开发,4.2,这款智能电饭煲质量很好，操作简单。总体来说很满意。,2026-03-07,智能电饭煲
921,39,松下 智能电视 Elite,HV669,泰麒麟信息有限公司金融科技,3.1,智能电视的质量还可以，兼容性强，不过操作复杂。,2026-03-07,智能电视
1366,2,LG 智能空气净化器 Basic,WW907,创亿信息有限公司移动应用开发,1.8,使用一周后出现故障，做工一般，售后服务也不好。,2026-03-07,智能空气净化器
174,93,松下 智能音箱 Standard,EZ177,四通传媒有限公司信息技术,2.4,使用一周后出现故障，售后服务差，售后服务也不好。,2026-03-06,智能音箱
704,13,苹果 智能空气净化器 Lite,CP557,良诺信息有限公司信息技术,3.0,总体来说还行，操作简单，就是音质一般。,2026-03-06,智能空气净化器
166,55,格力 智能音箱 Lite,KU222,华远软件网络有限公司生物科技,3.8,总体来说还行，功能齐全，就是画质模糊。,2026-03-05,智能音箱
429,38,小米 智能电饭煲 Max,DZ282,良诺信息有限公司移动应用开发,1.8,对这款智能电饭煲非常不满意，操作复杂，浪费钱。,2026-03-05,智能电饭煲
538,99,LG 智能扫地机器人 Advanced,YK404,数字100科技有限公司人工智能,4.2,这款智能扫地机器人质量很好，反应灵敏。总体来说很满意。,2026-03-05,智能扫地机器人
1351,81,三星 智能空调 Advanced,HS034,济南亿次元网络有限公司数字科技,4.6,使用了一个月，性价比高，没有发现任何问题。,2026-03-05,智能空调
1981,67,格力 智能窗帘 Plus,GG174,联通时科科技有限公司移动应用开发,3.5,收到货后，这款智能窗帘总体来说还可以。在工作时时使用体验还不错。同时在夜间使用场景下表现一般。这个价位能买到这样的产品已经很不错了。,2026-03-04,智能窗帘
260,46,博世 智能电饭煲 Max,CE253,雨林木风计算机传媒有限公司数字科技,1.7,使用一周后出现故障，做工一般，售后服务也不好。,2026-03-03,智能电饭煲
677,38,小米 智能电饭煲 Max,WW907,创亿信息有限公司移动应用开发,1.4,这款产品有严重问题，使用说明不清，已经申请退款。,2026-03-03,智能电饭煲
1322,87,博世 智能灯具 Mini,WX552,时空盒数字传媒有限公司互联网服务,2.2,我发现，这款博世 智能灯具 Mini使用体验很差。电池寿命简直无法忍受。以后不会再考虑这个品牌的产品。,2026-03-03,智能灯具
1615,73,苹果 智能音箱 Plus,MO096,昂歌信息传媒有限公司互联网服务,4.0,这款产品的定时功能特别好用，在日常使用时特别方便。,2026-03-02,智能音箱
1946,95,索尼 智能灯具 Advanced,PA744,图龙信息科技有限公司金融科技,3.7,在晚上睡前使用还不错，但在其他情况下表现一般。,2026-03-02,智能灯具
1942,64,华为 智能体重秤 Lite,KU222,华远软件网络有限公司生物科技,3.7,总体来说还行，稳定性好，就是做工一般。,2026-02-28,智能体重秤
313,7,格力 智能空调 Elite,ME937,和泰信息有限公司智能科技,4.8,这款智能空调质量很好，操作简单。总体来说很满意。,2026-02-28,智能空调
116,59,格力 智能空调 Plus,WW907,创亿信息有限公司移动应用开发,3.5,试用了几天，这款格力 智能空调 Plus功能基本满足需求。在晚上睡前时使用体验还不错。然而缺点是稳定性差。值得购买。,2026-02-27,智能空调
614,43,华为 智能灯具 Max,RX839,七喜信息有限公司数字科技,4.8,作为第一次购买这类产品的新手，这款华为 智能灯具 Max做工精细。不过快速启动设计很贴心。如果非要说缺点的话，说明书不够详细。建议慎重考虑。,2026-02-27,智能灯具
536,8,小米 智能摄像头 Ultra,JL382,中建创业网络有限公司信息技术,2.4,使用一周后出现故障，音质一般，售后服务也不好。,2026-02-26,智能摄像头
1655,6,索尼 智能扫地机器人 Lite,FC851,飞海科技网络有限公司移动应用开发,3.0,智能扫地机器人的质量还可以，安装方便，不过价格偏高。,2026-02-26,智能扫地机器人
151,42,飞利浦 智能冰箱 Elite,SH357,毕博诚信息有限公司生物科技,2.8,这款产品有严重问题，续航时间短，已经申请退款。,2026-02-25,智能冰箱
1517,22,博世 智能空调 Pro,HS034,济南亿次元网络有限公司数字科技,4.8,这款智能空调质量很好，稳定性好。总体来说很满意。,2026-02-24,智能空调
1523,90,松下 智能灯具 Mini,EP042,创亿网络有限公司数字科技,1.2,对比了市面上几款同类产品后，这款松下 智能灯具 Mini完全不符合预期。主要问题在于做工一般。,2026-02-24,智能灯具
1643,14,谷歌 智能加湿器 Pro,FV053,泰麒麟传媒有限公司人工智能,4.9,这款智能加湿器的远程控制功能很实用，安装方便。,2026-02-24,智能加湿器
1892,8,小米 智能摄像头 Ultra,TS965,迪摩科技有限公司智能科技,2.8,作为第一次购买这类产品的新手，这款智能摄像头使用体验很差。使用不到一周就出现了失灵。唯一值得称赞的可能就是价格便宜。,2026-02-24,智能摄像头
852,87,博世 智能灯具 Mini,DZ282,良诺信息有限公司移动应用开发,4.8,坦白讲，这款博世 智能灯具 Mini功能很强大。如果非要说缺点的话，价格稍微贵了一点。不太推荐购买。,2026-02-23,智能灯具
941,23,美的 智能摄像头 Max,XE484,易动力网络有限公司物联网,4.6,这款产品的一键控制特别好用，在家庭聚会时特别方便。,2026-02-23,智能摄像头
1602,10,美的 智能开关 Elite,YR668,万迅电脑传媒有限公司大数据分析,3.2,在看电影时使用还不错，但在其他情况下表现一般。,2026-02-23,智能开关
1605,50,飞利浦 智能开关 Basic,MW869,创联世纪网络有限公司智能科技,2.9,连接稳定性问题很严重，完全不值这个价格。,2026-02-23,智能开关
1641,20,谷歌 智能门铃 Lite,ZG482,东方峻景网络有限公司生物科技,3.8,这款产品优缺点都有，续航时间长，但做工一般。,2026-02-23,智能门铃
495,39,松下 智能电视 Elite,TS965,迪摩科技有限公司智能科技,4.5,使用了一个月，操作简单，没有发现任何问题。,2026-02-22,智能电视
572,34,海尔智慧家庭 智能空气净化器 Standard,GG174,联通时科科技有限公司移动应用开发,4.5,我发现，这款智能空气净化器真的很不错。如果非要说缺点的话，配件可以再多一些。价格虽高，但物有所值。,2026-02-22,智能空气净化器
1928,30,海尔智慧家庭 智能冰箱 Basic,MW869,创联世纪网络有限公司智能科技,1.6,这款产品有严重问题，价格偏高，已经申请退款。,2026-02-22,智能冰箱
242,96,飞利浦 智能马桶 Ultra,TS965,迪摩科技有限公司智能科技,4.3,这款智能马桶质量很好，性价比高。总体来说很满意。,2026-02-21,智能马桶
294,60,华为 智能扫地机器人 Standard,VG356,国讯信息有限公司金融科技,4.2,试用了几天，这款智能扫地机器人很好用。值得一提的是在早晨起床时表现尤为出色。没有网上评价说的那么好。有点贵了，但质量确实好。,2026-02-21,智能扫地机器人
1153,70,松下 智能电饭煲 Standard,RX839,七喜信息有限公司数字科技,1.8,在多次对比之后选择了这款，这款智能电饭煲不推荐购买。在做饭时时完全不能正常工作。这钱花得太冤枉了。,2026-02-21,智能电饭煲
1880,98,格力 智能空调 Pro,RX839,七喜信息有限公司数字科技,3.0,在做饭时使用还不错，但在其他情况下表现一般。,2026-02-21,智能空调
2000,100,谷歌 智能马桶 Standard,UJ111,时空盒数字网络有限公司大数据分析,4.7,这款产品的一键控制特别好用，在办公环境时特别方便。,2026-02-19,智能马桶
101,14,谷歌 智能加湿器 Pro,XF175,新格林耐特网络有限公司科技公司,3.3,在做饭时使用还不错，但在其他情况下表现一般。,2026-02-17,智能加湿器
235,9,博世 智能电饭煲 Ultra,SF467,时空盒数字网络有限公司互联网服务,2.6,信号强度问题很严重，完全不值这个价格。,2026-02-17,智能电饭煲
1492,98,格力 智能空调 Pro,ZS800,华成育卓网络有限公司物联网,3.9,不得不说，这款格力 智能空调 Pro也没有特别失望。智能联动设计得比较合理。不过在夜间使用场景下表现一般。对得起这个价格。,2026-02-17,智能空调
1651,73,苹果 智能音箱 Plus,HB450,和泰信息有限公司人工智能,3.4,这款产品优缺点都有，操作简单，但功能单一。,2026-02-17,智能音箱
172,16,苹果 智能冰箱 Pro,XF175,新格林耐特网络有限公司科技公司,3.6,收到货后，这款智能冰箱总体来说还可以。快速启动设计得比较合理。遗憾的是电池寿命有点问题。建议慎重考虑。,2026-02-16,智能冰箱
1178,88,LG 智能电视 Basic,LC746,创亿科技有限公司科技公司,2.2,噪音控制问题很严重，完全不值这个价格。,2026-02-16,智能电视
1357,59,格力 智能空调 Plus,CH892,信诚致远科技有限公司虚拟现实,2.1,必须承认，这款格力 智能空调 Plus不推荐购买。在早晨起床时完全不能正常工作。希望厂家能重视这些问题。,2026-02-16,智能空调
1635,52,美的 智能加湿器 Advanced,HV669,泰麒麟信息有限公司金融科技,2.1,体验下来，这款智能加湿器存在明显缺陷。主要问题在于音质一般。唯一值得称赞的可能就是送货速度快。希望厂家能重视这些问题。,2026-02-16,智能加湿器
451,28,亚马逊 智能洗衣机 Standard,YU657,九方科技有限公司虚拟现实,4.6,这款智能洗衣机的节能模式功能很实用，外观漂亮。,2026-02-15,智能洗衣机
978,32,谷歌 智能门铃 Pro,OD228,华成育卓科技有限公司物联网,4.1,智能门铃的设计很人性化，稳定性好，值得推荐。,2026-02-15,智能门铃
1696,53,LG 智能手环 Elite,XE484,易动力网络有限公司物联网,4.6,说实话，这款智能手环设计很人性化。不过特别适合夜间使用。比同事使用的同款要好。如果非要说缺点的话，可能就是稳定性差。有点贵了，但质量确实好。,2026-02-15,智能手环
1871,41,西门子 智能门铃 Mini,SH357,毕博诚信息有限公司生物科技,1.9,这款产品有严重问题，做工一般，已经申请退款。,2026-02-15,智能门铃
191,84,苹果 智能空气净化器 Pro,FO691,良诺传媒有限公司金融科技,1.8,不推荐这款智能空气净化器，价格偏高，很失望。,2026-02-14,智能空气净化器
303,94,华为 智能马桶 Max,RD903,创亿网络有限公司大数据分析,1.2,不推荐这款智能马桶，反应迟钝，很失望。,2026-02-14,智能马桶
880,29,海尔智慧家庭 智能开关 Ultra,FN751,图龙信息传媒有限公司云计算,1.1,对这款智能开关非常不满意，音质一般，浪费钱。,2026-02-14,智能开关
1562,62,博世 智能窗帘 Standard,RX839,七喜信息有限公司数字科技,2.1,对这款智能窗帘非常不满意，兼容性差，浪费钱。,2026-02-14,智能窗帘
1199,63,格力 智能手环 Basic,FC408,国讯科技有限公司科技公司,1.2,对这款智能手环非常不满意，耗电量大，浪费钱。,2026-02-13,智能手环
1580,100,谷歌 智能马桶 Standard,GM998,华成育卓传媒有限公司智能科技,4.5,这款产品的智能场景特别好用，在家庭聚会时特别方便。,2026-02-13,智能马桶
1725,79,飞利浦 智能插座 Pro,FO691,良诺传媒有限公司金融科技,4.7,智能插座的设计很人性化，外观漂亮，值得推荐。,2026-02-13,智能插座
351,98,格力 智能空调 Pro,YR668,万迅电脑传媒有限公司大数据分析,4.9,作为第一次购买这类产品的新手，这款格力 智能空调 Pro非常满意。然而在早晨起床时表现尤为出色。如果非要说缺点的话，说明书不够详细。建议慎重考虑。,2026-02-12,智能空调
556,62,博世 智能窗帘 Standard,KU222,华远软件网络有限公司生物科技,3.9,坦白讲，这款博世 智能窗帘 Standard中规中矩。智能联动设计得比较合理。此外使用久了会发现一些小问题。建议慎重考虑。,2026-02-12,智能窗帘
98,69,博世 智能电饭煲 Ultra,MW869,创联世纪网络有限公司智能科技,4.2,这是我用过的最好的智能电饭煲之一，画质清晰，性价比很高。,2026-02-11,智能电饭煲
1610,52,美的 智能加湿器 Advanced,JF161,鑫博腾飞网络有限公司科技公司,3.0,这款智能加湿器一般，画质清晰，但是连接稳定性有点问题。,2026-02-11,智能加湿器
1958,66,三星 智能音箱 Ultra,BZ875,良诺信息有限公司金融科技,3.8,智能音箱的质量还可以，反应灵敏，不过兼容性差。,2026-02-11,智能音箱
231,92,松下 智能空气净化器 Lite,XE484,易动力网络有限公司物联网,4.3,这款智能空气净化器的远程控制功能很实用，智能化程度高。,2026-02-10,智能空气净化器
995,93,松下 智能音箱 Standard,FN751,图龙信息传媒有限公司云计算,4.9,智能音箱的设计很人性化，节能环保，值得推荐。,2026-02-10,智能音箱
1544,9,博世 智能电饭煲 Ultra,FG235,鸿睿思博网络有限公司科技公司,4.4,这款产品的智能场景特别好用，在夜间使用时特别方便。,2026-02-10,智能电饭煲
717,57,索尼 智能空调 Standard,NZ037,昂歌信息科技有限公司生物科技,3.7,智能空调的质量还可以，节能环保，不过做工一般。,2026-02-09,智能空调
1058,88,LG 智能电视 Basic,NP027,和泰信息有限公司大数据分析,3.9,我觉得，这款智能电视中规中矩。在看电影时时使用体验还不错。不仅如此使用久了会发现一些小问题。可以考虑其他品牌的同类产品。,2026-02-09,智能电视
1790,67,格力 智能窗帘 Plus,ZS800,华成育卓网络有限公司物联网,2.8,不得不说，这款智能窗帘不推荐购买。使用不到一周就出现了问题。唯一值得称赞的可能就是售后服务态度好。不推荐任何人购买。,2026-02-09,智能窗帘
43,21,西门子 智能灯具 Elite,HB450,和泰信息有限公司人工智能,3.3,这款智能灯具一般，做工精细，但是连接稳定性有点问题。,2026-02-08,智能灯具
258,83,美的 智能门锁 Lite,MW869,创联世纪网络有限公司智能科技,3.3,经过一段时间使用，这款智能门锁没有特别惊喜。省电模式设计得比较合理。另外使用久了会发现一些小问题。性价比很高。,2026-02-08,智能门锁
902,11,飞利浦 智能净水器 Lite,YK404,数字100科技有限公司人工智能,1.7,对这款智能净水器非常不满意，智能化程度低，浪费钱。,2026-02-08,智能净水器
376,64,华为 智能体重秤 Lite,AS832,思优传媒有限公司生物科技,4.3,智能体重秤的设计很人性化，性价比高，值得推荐。,2026-02-07,智能体重秤
810,50,飞利浦 智能开关 Basic,XJ301,思优信息有限公司虚拟现实,1.7,使用一周后出现故障，音质一般，售后服务也不好。,2026-02-07,智能开关
26,59,格力 智能空调 Plus,HD935,四通信息有限公司人工智能,1.4,不推荐这款智能空调，稳定性差，很失望。,2026-02-06,智能空调
465,26,海尔智慧家庭 智能灯具 Standard,WA699,华远软件科技有限公司科技公司,4.3,这是我用过的最好的智能灯具之一，性价比高，性价比很高。,2026-02-06,智能灯具
1512,54,LG 智能灯具 Pro,OD228,华成育卓科技有限公司物联网,2.5,这款产品有严重问题，价格偏高，已经申请退款。,2026-02-06,智能灯具
1937,62,博世 智能窗帘 Standard,DZ282,良诺信息有限公司移动应用开发,2.4,不推荐这款智能窗帘，使用说明不清，很失望。,2026-02-06,智能窗帘
1925,27,LG 智能电饭煲 Basic,XE484,易动力网络有限公司物联网,1.5,信号强度问题很严重，完全不值这个价格。,2026-02-05,智能电饭煲
39,19,海尔智慧家庭 智能电饭煲 Standard,UH169,富罳网络有限公司互联网服务,1.0,不推荐这款智能电饭煲，兼容性差，很失望。,2026-02-05,智能电饭煲
428,50,飞利浦 智能开关 Basic,HS034,济南亿次元网络有限公司数字科技,2.1,不推荐这款智能开关，反应迟钝，很失望。,2026-02-05,智能开关
1399,77,松下 智能插座 Pro,WJ836,天开网络有限公司互联网服务,4.6,这是我用过的最好的智能插座之一，性价比高，性价比很高。,2026-02-05,智能插座
99,44,亚马逊 智能加湿器 Lite,WX552,时空盒数字传媒有限公司互联网服务,3.8,总体来说还行，续航时间长，就是续航时间短。,2026-02-04,智能加湿器
748,63,格力 智能手环 Basic,DZ282,良诺信息有限公司移动应用开发,2.7,对这款智能手环非常不满意，续航时间短，浪费钱。,2026-02-04,智能手环
1630,67,格力 智能窗帘 Plus,SF467,时空盒数字网络有限公司互联网服务,1.4,我觉得，这款智能窗帘使用体验很差。使用不到一周就出现了问题。希望厂家能重视这些问题。,2026-02-04,智能窗帘
95,74,美的 智能门锁 Plus,FO691,良诺传媒有限公司金融科技,4.4,使用了一个月，性价比高，没有发现任何问题。,2026-02-03,智能门锁
1127,84,苹果 智能空气净化器 Pro,UK650,思优传媒有限公司网络安全,4.2,这款产品的智能场景特别好用，在办公环境时特别方便。,2026-02-03,智能空气净化器
844,80,西门子 智能体重秤 Advanced,OD228,华成育卓科技有限公司物联网,2.6,体验下来，这款西门子 智能体重秤 Advanced使用体验很差。主要问题在于智能化程度低。唯一值得称赞的可能就是送货速度快。,2026-02-02,智能体重秤
883,8,小米 智能摄像头 Ultra,AS832,思优传媒有限公司生物科技,4.3,不得不说，这款智能摄像头品质很好。更让我满意的是在晚上睡前时表现尤为出色。和同价位其他产品相比更胜一筹。价格虽高，但物有所值。,2026-02-02,智能摄像头
1515,22,博世 智能空调 Pro,GX313,飞海科技科技有限公司电子商务,4.7,非常满意这次购买，性价比高，送货也很快。,2026-02-02,智能空调
1811,70,松下 智能电饭煲 Standard,QV674,恒聪百汇科技有限公司互联网服务,1.2,说实话，这款智能电饭煲存在明显缺陷。在做饭时时完全不能正常工作。,2026-02-02,智能电饭煲
453,82,小米 智能手环 Pro,RX839,七喜信息有限公司数字科技,2.3,不推荐这款智能手环，使用说明不清，很失望。,2026-02-01,智能手环
1974,52,美的 智能加湿器 Advanced,HS034,济南亿次元网络有限公司数字科技,3.9,智能加湿器的质量还可以，外观漂亮，不过画质模糊。,2026-02-01,智能加湿器
720,30,海尔智慧家庭 智能冰箱 Basic,MF124,南康传媒有限公司虚拟现实,3.8,我发现，这款智能冰箱功能基本满足需求。刚收到时，智能学习表现不错。并且散热问题有点问题。整体体验不错。,2026-01-31,智能冰箱
